shapeID,shapeLabel,resourceURI,propertyID,propertyLabel,mandatory,repeatable,valueNodeType,valueDataType,valueShape,valueConstraint,valueConstraintType,note,lcDefaultLiteral,lcDefaultURI,lcDataTypeURI,lcRemark
,,,bf:count,Count,FALSE,TRUE,literal,,,,,,,,,
,,,bf:mediumComponentQualifier,Component qualifier,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/medcompqual,IRIstem,,,,bf:MediumComponentQualifier,
,,,bf:note,Note,FALSE,TRUE,bnode,,lc:RT:NoteSimple,,,,,,,
,,,bf:numberOfHands,Number of hands,FALSE,TRUE,literal,,,,,,,,,
lc:RT:PMOMedPerf:PerfMed,Performed Medium (unused),pom:PerformedMedium,pom:hasMediumPart,has Medium Part,FALSE,TRUE,bnode,,lc:RT:PMOMedPerf:MedPart,,,,,,,
,,,pom:hasMediumPart,OR has Doubling Medium Part,FALSE,TRUE,bnode,,lc:RT:PMOMedPerf:Doubling,,,,,,,
,,,pom:hasEnsembleCount,Total Ensemble Count,FALSE,TRUE,literal,,,,,,,,,
,,,pom:hasDistinctPartCount,Total Distinct Part Count,FALSE,TRUE,literal,,,,,,,,,
,,,pom:hasRequiredPerformerCount,Total Required Performer Count,FALSE,TRUE,literal,,,,,,,,,
,,,bflc:appliesTo,Applies to,FALSE,TRUE,bnode,,lc:RT:AppliesTo,,,,,,,
lc:RT:ParallelTitle,Parallel title,bf:ParallelTitle,bf:mainTitle,Parallel title,FALSE,FALSE,literal,,,,,,,,,https://bibframe.org/docs/view/documentation-marva-manual/work-description/title-information.md
,,,bf:partNumber,Part number,FALSE,TRUE,literal,,,,,,,,,
,,,bf:partName,Part name,FALSE,TRUE,literal,,,,,,,,,
,,,bf:subtitle,Other title information,FALSE,TRUE,literal,,,,,,,,,
,,,bf:date,Date,FALSE,TRUE,literal,,,,,,,,,
,,,bf:note,Note,FALSE,TRUE,bnode,,lc:RT:NoteSimple,,,,,,,
lc:RT:Place,Place,bf:Place,owl:sameAs,Search LCNAF/LCSH,FALSE,FALSE,,,,http://id.loc.gov/authorities/names | http://id.loc.gov/authorities/subjects,IRIstem,,,,,
lc:RT:Place:Country,Place (country file),bf:Place,owl:sameAs,Search country code list,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/countries,IRIstem,,,,,
lc:RT:PlaceHierarchy,Hierarchical place,mads:HierarchicalGeographic,mads:componentList,Hierarchical place,FALSE,TRUE,bnode,,lc:RT:PlaceMadsCountry,,,,,,bf:Place,
lc:RT:PlaceMadsCountry,Hierarchical place - elements,mads:HierarchicalGeographic,mads:Country,Country,FALSE,TRUE,literal,,,,,,,,,
,,,mads:State,State,FALSE,TRUE,literal,,,,,,,,,
,,,mads:County,County,FALSE,TRUE,literal,,,,,,,,,
,,,mads:City,City,FALSE,TRUE,literal,,,,,,,,,
lc:RT:Playback,Playback channels,bf:PlaybackChannels,owl:sameAs,Lookup,FALSE,FALSE,,,,http://id.loc.gov/vocabulary/mplayback,IRIstem,,,,,
lc:RT:PlayingSpeed,Playing speed,bf:PlayingSpeed,rdfs:label,Playing speed,FALSE,TRUE,literal,,,,,,,,,
lc:RT:PrintGroup:AcqSource,Source of acquisition,bf:AcquisitionSource,bf:identifiedBy,Identifier,FALSE,TRUE,bnode,,lc:RT:Identifiers:StockNumber,,,,,,,
,,,bf:acquisitionTerms,Terms of acquisition,FALSE,TRUE,literal,,,,,,,,,
lc:RT:PrintGroup:Arrangement,Arrangement of materials,bf:CollectionArrangement,rdfs:label,Arrangement of materials,FALSE,TRUE,literal,,,,,,,,,
lc:RT:PrintGroup:Instance,Instance,bf:Instance,bf:instanceOf,Instance Of,FALSE,FALSE,bnode,,lc:RT:PrintGroup:Work,,,,,,,
,,,bf:title,Title,FALSE,TRUE,bnode,,lc:RT:InstanceTitle | lc:RT:Title:CollTitle,,,,,,,
,,,bf:responsibilityStatement,Statement of responsibility,FALSE,TRUE,literal,,,,,,,,,
,,,bf:editionStatement,Edition statement,FALSE,TRUE,literal,,,,,,,,,
,,,bf:provisionActivity,Provision activity,FALSE,TRUE,bnode,,lc:RT:ProdInfoNew | lc:RT:PubInfoNew,,,,,,,
,,,bf:copyrightDate,Copyright date,FALSE,TRUE,literal,,,,,,,,,
,,,bf:identifiedBy,Identifiers,FALSE,TRUE,bnode,,lc:RT:Identifiers:LCCN | lc:RT:Identifiers:Copyright | lc:RT:Identifiers:Other | lc:RT:Identifiers:Local | lc:RT:Identifiers:Oclc,,,,,,,
,,,bf:note,Notes about the Instance,FALSE,TRUE,bnode,,lc:RT:PrintPhoto:Note,,,,,,,
,,,bf:supplementaryContent,Supplementary content URL,FALSE,TRUE,bnode,,lc:RT:SupplContentNote,,,,,,,
,,,bf:immediateAcquisition,Immediate source of acquisition note,FALSE,TRUE,bnode,,lc:RT:ImmAcqSource,,,,,,,
,,,bf:issuance,Mode of issuance,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/issuance,IRIstem,,single unit,http://id.loc.gov/vocabulary/issuance/mono,bf:Issuance,
,,,bf:media,Media type,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/mediaTypes,IRIstem,,unmediated,http://id.loc.gov/vocabulary/mediaTypes/n,bf:Media,
,,,bf:carrier,Carrier type,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/carriers,IRIstem,,sheet,http://id.loc.gov/vocabulary/carriers/nb,bf:Carrier,
,,,bf:extent,Physical description,FALSE,TRUE,bnode,,lc:RT:Extent,,,,,,,
,,,bf:dimensions,Dimensions,FALSE,TRUE,literal,,,,,,,,,
,,,bf:baseMaterial,Base material,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/mmaterial,IRIstem,,,,bf:BaseMaterial,
,,,bf:digitalCharacteristic,File type,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/mfiletype,IRIstem,,image file,http://id.loc.gov/vocabulary/mfiletype/image,bf:FileType,
,,,bf:usageAndAccessPolicy,Usage and access policies,FALSE,TRUE,bnode,,lc:RT:Item:Access | lc:RT:Item:Use,,,,,,,
,,,bf:hasItem,Add Item information,FALSE,TRUE,bnode,,lc:RT:PrintGroup:Item,,,,,,,
lc:RT:PrintGroup:Item,Item,bf:Item,bf:acquisitionSource,Local copy identifier,FALSE,TRUE,bnode,,lc:RT:PrintGroup:AcqSource,,,,,,,
,,,bf:electronicLocation,URL of digital item,FALSE,TRUE,bnode,,lc:RT:URL,,,,,,,
,,,bf:contribution,Collection/contribution,FALSE,TRUE,bnode,,lc:RT:Agents:bfContribution,,,,,,bf:Contribution,
,,,bf:note,Notes about the Item,FALSE,TRUE,bnode,,lc:RT:PrintPhoto:Note,,,,,,,
,,,bf:custodialHistory,Custodial history,FALSE,TRUE,literal,,,,,,,,,
lc:RT:PrintGroup:Note,Note,bf:Note,rdfs:label,Note,FALSE,TRUE,literal,,,,,,,,,
,,,bf:noteType,Note type,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/mnotetype,IRIstem,,,,,
,,,rdf:value,URL related to Note,FALSE,TRUE,literal,,,,,,,,,
lc:RT:PrintGroup:TGMGenre,TGM Genre,bf:GenreForm,mads:componentList,Search TGM,FALSE,TRUE,bnode,,lc:RT:PrintPhoto:TGMGenreSearch | lc:RT:PrintPhoto:TGMTemporal,,,,,,mads:ComponentList,
,,,bf:source,Source of term,FALSE,FALSE,,,,http://id.loc.gov/vocabulary/genreFormSchemes,IRIstem,,gmgpc,http://id.loc.gov/vocabulary/genreFormSchemes/gmgpc,bf:Source,
lc:RT:PrintGroup:TGMGenreSearch,Search TGM (Genre),mads:GenreForm,mads:authoritativeLabel,Search TGM,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/graphicMaterials,IRIstem,,,,,
lc:RT:PrintGroup:TGMSearch,Search TGM (Topic),mads:Topic,mads:authoritativeLabel,Search TGM,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/graphicMaterials,IRIstem,,,,,
lc:RT:PrintGroup:TGMSubject,TGM Subject,bf:Topic,mads:componentList,Search TGM,FALSE,TRUE,bnode,,lc:RT:PrintGroup:TGMSearch | lc:RT:Topic:madsTopicSubdivision | lc:RT:Topic:madsGeographic | lc:RT:PrintGroup:TGMTemporal,,,,,,mads:ComplexSubject,
,,,bf:source,Source of term,FALSE,FALSE,,,,http://id.loc.gov/vocabulary/subjectSchemes,IRIstem,,lctgm,http://id.loc.gov/vocabulary/subjectSchemes/lctgm,bf:Source,
lc:RT:PrintGroup:TGMTemporal,Chronological subdivision,mads:Temporal,rdfs:label,Chronological subdivision,FALSE,TRUE,literal,,,,,,,,,
lc:RT:PrintGroup:Work,Work,bf:Work,bf:title,Title,FALSE,TRUE,bnode,,lc:RT:WorkTitle | lc:RT:Title:VarTitle | lc:RT:ParallelTitle,,,,,,,
,,,bf:contribution,Creator,FALSE,TRUE,bnode,,lc:RT:bflc:Agents:PrimaryContribution,,,,,,bf:PrimaryContribution,
,,,bf:contribution,Contributors,FALSE,TRUE,bnode,,lc:RT:Agents:Contribution,,,,,,bf:Contribution,
,,,bf:genreForm,Genre/Form,FALSE,TRUE,bnode,,lc:RT:Form | lc:RT:PrintGroup:TGMGenre,,,,,,bf:GenreForm,
,,,bf:subject,Subjects,FALSE,TRUE,bnode,,lc:RT:PrintGroup:TGMSubject | lc:RT:Components | lc:RT:Topic:Place:Components | lc:RT:Topic:SubjectWork,,,,,,,
,,,bf:originPlace,Place associated with the Work,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/countries,IRIstem,,,,bf:Place,
,,,bf:temporalCoverage,Time coverage of the Work,FALSE,TRUE,literal,,,,,,,,,
,,,bf:content,Content type,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/contentTypes,IRIstem,,still image,http://id.loc.gov/vocabulary/contentTypes/sti,bf:Content,
,,,bf:note,Notes about the Work,FALSE,TRUE,bnode,,lc:RT:PrintPhoto:Note,,,,,,,
,,,bf:tableOfContents,Contents,FALSE,TRUE,bnode,,lc:RT:Contents,,,,,,,
,,,bf:summary,Summary,FALSE,TRUE,bnode,,lc:RT:Summary,,,,,,,
,,,bf:illustrativeContent,Illustrative content,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/millus,IRIstem,,,,bf:Illustration,
,,,bf:colorContent,Color content,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/mcolor,IRIstem,,,,bf:ColorContent,
,,,bf:language,"Language (008 [1st], 041 $a [others])",FALSE,TRUE,,,,http://id.loc.gov/vocabulary/languages,IRIstem,,,,bf:Language,
,,,bf:language,ISO 639-3 language (041 $a),,true,,,,http://id.loc.gov/vocabulary/iso639-3,IRIstem,,,,bf:Language,
,,,bf:accompaniedBy,Language resource (041 $bdefgt),FALSE,TRUE,bnode,,lc:RT:LangResource,,,,,,,
,,,bf:note,Language note (041 $hijkmnpqr),FALSE,TRUE,bnode,,lc:RT:LangNote,,,,,,,
,,,bf:geographicCoverage,Geographic coverage,FALSE,TRUE,bnode,,lc:RT:Form:Geog,,,,,,,
,,,bf:geographicCoverage,GeoNames (geographic coverage),FALSE,TRUE,bnode,,lc:RT:GeoNames,,,,,,bf:GeographicCoverage,
,,,bf:collectionArrangement,Arrangement of materials,FALSE,TRUE,bnode,,lc:RT:PrintGroup:Arrangement,,,,,,,
,,,bf:relation,Input transcribed series,FALSE,TRUE,bnode,,lc:RT:SeriesHub,,,,,,bf:Relation,
,,,bf:relation,Search related work/series,FALSE,TRUE,bnode,,lc:RT:RelWorkLookup,,,,,,bf:Relation,
,,,bf:hasInstance,Add Instance information,FALSE,TRUE,bnode,,lc:RT:PrintGroup:Instance,,,,,,,
lc:RT:PrintPhoto:AcqSource,Source of acquisition,bf:AcquisitionSource,bf:identifiedBy,Identifier,FALSE,TRUE,bnode,,lc:RT:Identifiers:StockNumber,,,,,,,
,,,bf:acquisitionTerms,Terms of acquisition,FALSE,TRUE,literal,,,,,,,,,
lc:RT:PrintPhoto:Arrangement,Arrangement of materials,bf:CollectionArrangement,rdfs:label,Arrangement of materials,FALSE,TRUE,literal,,,,,,,,,
lc:RT:PrintPhoto:Instance,Instance,bf:Instance,bf:instanceOf,Instance Of,FALSE,FALSE,bnode,,lc:RT:PrintPhoto:Work,,,,,,,
,,,bf:title,Title,FALSE,TRUE,bnode,,lc:RT:InstanceTitle | lc:RT:Title:CollTitle,,,,,,,
,,,bf:responsibilityStatement,Statement of responsibility,FALSE,TRUE,literal,,,,,,,,,
,,,bf:editionStatement,Edition statement,FALSE,TRUE,literal,,,,,,,,,
,,,bf:provisionActivity,Provision activity,FALSE,TRUE,bnode,,lc:RT:ProdInfoNew | lc:RT:PubInfoNew,,,,,,,
,,,bf:copyrightDate,Copyright date,FALSE,TRUE,literal,,,,,,,,,
,,,bf:identifiedBy,Identifiers,FALSE,TRUE,bnode,,lc:RT:Identifiers:LCCN | lc:RT:Identifiers:Copyright | lc:RT:Identifiers:Other | lc:RT:Identifiers:Local | lc:RT:Identifiers:Oclc,,,,,,,
,,,bf:note,Notes about the Instance,FALSE,TRUE,bnode,,lc:RT:PrintPhoto:Note,,,,,,,
,,,bf:supplementaryContent,Supplementary content URL,FALSE,TRUE,bnode,,lc:RT:SupplContentNote,,,,,,,
,,,bf:immediateAcquisition,Immediate source of acquisition note,FALSE,TRUE,bnode,,lc:RT:ImmAcqSource,,,,,,,
,,,bf:issuance,Mode of issuance,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/issuance,IRIstem,,single unit,http://id.loc.gov/vocabulary/issuance/mono,bf:Issuance,
,,,bf:media,Media type,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/mediaTypes,IRIstem,,unmediated,http://id.loc.gov/vocabulary/mediaTypes/n,bf:Media,
,,,bf:carrier,Carrier type,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/carriers,IRIstem,,sheet,http://id.loc.gov/vocabulary/carriers/nb,bf:Carrier,
,,,bf:extent,Physical description,FALSE,TRUE,bnode,,lc:RT:Extent,,,,,,,
,,,bf:dimensions,Dimensions,FALSE,TRUE,literal,,,,,,,,,
,,,bf:baseMaterial,Base material,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/mmaterial,IRIstem,,,,bf:BaseMaterial,
,,,bf:digitalCharacteristic,File type,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/mfiletype,IRIstem,,image file,http://id.loc.gov/vocabulary/mfiletype/image,bf:FileType,
,,,bf:electronicLocation,URL,FALSE,TRUE,bnode,,lc:RT:URL,,,,,,,
,,,bf:usageAndAccessPolicy,Usage and access policies,FALSE,TRUE,bnode,,lc:RT:Item:Access | lc:RT:Item:Use,,,,,,,
,,,bf:hasItem,Add Item information,FALSE,TRUE,bnode,,lc:RT:PrintPhoto:Item,,,,,,,
lc:RT:PrintPhoto:Item,Item,bf:Item,bf:acquisitionSource,Local copy identifier,FALSE,TRUE,bnode,,lc:RT:PrintPhoto:AcqSource,,,,,,,
,,,bf:electronicLocation,URL of digital item,FALSE,TRUE,bnode,,lc:RT:URL,,,,,,,
,,,bf:contribution,Collection/contribution,FALSE,TRUE,bnode,,lc:RT:Agents:bfContribution,,,,,,bf:Contribution,
,,,bf:note,Notes about the Item,FALSE,TRUE,bnode,,lc:RT:PrintPhoto:Note,,,,,,,
,,,bf:custodialHistory,Custodial history,FALSE,TRUE,literal,,,,,,,,,
lc:RT:PrintPhoto:Note,Note,bf:Note,rdfs:label,Note,FALSE,TRUE,literal,,,,,,,,,
,,,bf:noteType,Note type,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/mnotetype,IRIstem,,,,,
,,,rdf:value,URL related to Note,FALSE,TRUE,literal,,,,,,,,,
,,,bflc:applicableInstitution,Applicable institution,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/organizations,IRIstem,,DLC,http://id.loc.gov/vocabulary/organizations/dlc,bflc:ApplicableInstitution,
lc:RT:PrintPhoto:TGMGenre,TGM Genre,bf:GenreForm,bf:genreForm,Search TGM,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/graphicMaterials,IRIstem,,,,,
,,,rdfs:label,Add subdivision,FALSE,TRUE,literal,,,,,,,,,
,,,bf:source,Source of term,FALSE,FALSE,,,,http://id.loc.gov/vocabulary/genreFormSchemes,IRIstem,,gmgpc,http://id.loc.gov/vocabulary/genreFormSchemes/gmgpc,bf:Source,
lc:RT:PrintPhoto:TGMGenreSearch,Search TGM (Genre),mads:GenreForm,mads:authoritativeLabel,Search TGM,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/graphicMaterials,IRIstem,,,,,
lc:RT:PrintPhoto:TGMSearch,Search TGM (Topic),mads:Topic,mads:authoritativeLabel,Search TGM,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/graphicMaterials,IRIstem,,,,,
lc:RT:PrintPhoto:TGMSubject,TGM Subject,bf:Topic,mads:componentList,Search TGM,FALSE,TRUE,bnode,,lc:RT:PrintPhoto:TGMSearch | lc:RT:Topic:madsTopicSubdivision | lc:RT:Topic:madsGeographic | lc:RT:PrintPhoto:TGMTemporal,,,,,,,
,,,bf:source,Source of term,FALSE,FALSE,,,,http://id.loc.gov/vocabulary/subjectSchemes,IRIstem,,lctgm,http://id.loc.gov/vocabulary/subjectSchemes/lctgm,bf:Source,
lc:RT:PrintPhoto:TGMTemporal,Chronological subdivision,mads:Temporal,rdfs:label,Chronological subdivision,FALSE,TRUE,literal,,,,,,,,,
lc:RT:PrintPhoto:Work,Work,bf:Work,bf:title,Title,FALSE,TRUE,bnode,,lc:RT:WorkTitle | lc:RT:Title:VarTitle | lc:RT:ParallelTitle,,,,,,,
,,,bf:contribution,Creator,FALSE,TRUE,bnode,,lc:RT:bflc:Agents:PrimaryContribution,,,,,,bf:PrimaryContribution,
,,,bf:contribution,Contributors,FALSE,TRUE,bnode,,lc:RT:Agents:Contribution,,,,,,bf:Contribution,
,,,bf:genreForm,Genre/Form,FALSE,TRUE,bnode,,lc:RT:PrintPhoto:TGMGenre,,,,,,,
,,,bf:subject,Subjects,FALSE,TRUE,bnode,,lc:RT:PrintPhoto:TGMSubject | lc:RT:Components | lc:RT:Topic:Place:Components | lc:RT:Topic:SubjectWork,,,,,,,
,,,bf:originPlace,Place associated with the Work,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/countries,IRIstem,,,,bf:Place,
,,,bf:temporalCoverage,Time coverage of the Work,FALSE,TRUE,literal,,,,,,,,,
,,,bf:content,Content type,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/contentTypes,IRIstem,,still image,http://id.loc.gov/vocabulary/contentTypes/sti,bf:Content,
,,,bf:note,Notes about the Work,FALSE,TRUE,bnode,,lc:RT:PrintPhoto:Note,,,,,,,
,,,bf:tableOfContents,Contents,FALSE,TRUE,bnode,,lc:RT:Contents,,,,,,,
,,,bf:summary,Summary,FALSE,TRUE,bnode,,lc:RT:Summary,,,,,,,
,,,bf:illustrativeContent,Illustrative content,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/millus,IRIstem,,,,bf:Illustration,
,,,bf:colorContent,Color content,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/mcolor,IRIstem,,,,bf:ColorContent,
,,,bf:language,"Language (008 [1st], 041 $a [others])",FALSE,TRUE,,,,http://id.loc.gov/vocabulary/languages,IRIstem,,,,bf:Language,
,,,bf:language,ISO 639-3 language (041 $a),,true,,,,http://id.loc.gov/vocabulary/iso639-3,IRIstem,,,,bf:Language,
,,,bf:accompaniedBy,Language resource (041 $bdefgt),FALSE,TRUE,bnode,,lc:RT:LangResource,,,,,,,
,,,bf:note,Language note (041 $hijkmnpqr),FALSE,TRUE,bnode,,lc:RT:LangNote,,,,,,,
,,,bf:geographicCoverage,Geographic coverage,FALSE,TRUE,bnode,,lc:RT:Form:Geog,,,,,,,
,,,bf:geographicCoverage,GeoNames (geographic coverage),FALSE,TRUE,bnode,,lc:RT:GeoNames,,,,,,bf:GeographicCoverage,
,,,bf:collectionArrangement,Arrangement of materials,FALSE,TRUE,bnode,,lc:RT:PrintPhoto:Arrangement,,,,,,,
,,,bf:relation,Input transcribed series,FALSE,TRUE,bnode,,lc:RT:SeriesHub,,,,,,bf:Relation,
,,,bf:relation,Search related work/series,FALSE,TRUE,bnode,,lc:RT:RelWorkLookup,,,,,,bf:Relation,
,,,bf:hasInstance,Add Instance information,FALSE,TRUE,bnode,,lc:RT:PrintPhoto:Instance,,,,,,,
lc:RT:ProdInfoNew,Production,bf:Production,bf:date,EDTF date (to/from 008),FALSE,TRUE,literal,,,,,,,,,https://bibframe.org/docs/view/documentation-marva-manual/instance-description/provision-activity.md
,,,bf:place,Search place of publication (to/from 008),FALSE,TRUE,,,,http://id.loc.gov/vocabulary/countries,IRIstem,,,,bf:Place,
,,,bflc:simplePlace,Place (to/from 26X $a),FALSE,TRUE,literal,,,,,,,,,https://bibframe.org/docs/view/documentation-marva-manual/instance-description/provision-activity.md
,,,bflc:simpleAgent,Name (to/from 26X $b),FALSE,TRUE,literal,,,,,,,,,
,,,bflc:simpleDate,Date (to/from 26X $c),FALSE,TRUE,literal,,,,,,,,,
lc:RT:ProjFormat,Presentation format,bf:PresentationFormat,owl:sameAs,Lookup,FALSE,FALSE,,,,http://id.loc.gov/vocabulary/mpresformat,IRIstem,,,,,
lc:RT:ProjSpeed,Projection speed,bf:ProjectionSpeed,rdfs:label,Projection speed,FALSE,TRUE,literal,,,,,,,,,
lc:RT:PubInfoNew,Publication,bf:Publication,bf:date,EDTF date (to/from 008),FALSE,FALSE,literal,,,,,,,,,https://bibframe.org/docs/view/documentation-marva-manual/instance-description/provision-activity.md
,,,bf:place,Search place of publication (to/from 008),FALSE,TRUE,IRI,,,http://id.loc.gov/vocabulary/countries,IRIstem,,,,bf:Place,
,,,bflc:simplePlace,Place (to/from 26X $a),FALSE,TRUE,literal,,,,,,,,,https://bibframe.org/docs/view/documentation-marva-manual/instance-description/provision-activity.md
,,,bflc:simpleAgent,Name (to/from 26X $b),FALSE,TRUE,literal,,,,,,,,,
,,,bflc:simpleDate,Date (to/from 26X $c),FALSE,TRUE,literal,,,,,,,,,
lc:RT:RareMat:Instance,BIBFRAME Instance,bf:Instance,bf:instanceOf,Instance of,FALSE,FALSE,bnode,,lc:RT:RareMat:Work,,,,,,,
,,,bf:title,Title information,TRUE,TRUE,bnode,,lc:RT:InstanceTitle | lc:RT:Title:VarTitle | lc:RT:ParallelTitle | lc:RT:Title:CollTitle,,,,,,,
,,,bf:responsibilityStatement,Statement of responsiblity,FALSE,TRUE,literal,,,,,,,,,
,,,bf:editionStatement,Edition statement,FALSE,TRUE,literal,,,,,,,,,
,,,bf:contribution,Contributors,FALSE,TRUE,bnode,,lc:RT:Agents:Contribution,,,,,,bf:Contribution,
,,,bf:provisionActivity,Provision activity,FALSE,TRUE,bnode,,lc:RT:PubInfoNew | lc:RT:DistInfoNew | lc:RT:ManuInfoNew | lc:RT:ProdInfoNew,,,,,,,
,,,bf:copyrightDate,Copyright date,FALSE,TRUE,literal,,,,,,,,,
,,,bf:genreForm,Genre/Form,FALSE,TRUE,bnode,,lc:RT:Form | lc:RT:RareMat:RBMS,,,,,,,
,,,bf:identifiedBy,Identifiers,FALSE,TRUE,bnode,,lc:RT:Identifiers:LCCN | lc:RT:Identifiers:ISBN | lc:RT:Identifiers:Oclc | lc:RT:Identifiers:Other | lc:RT:Identifiers:Local,,,,,,,
,,,bf:note,References/Citation note,FALSE,TRUE,bnode,,lc:RT:RareMat:RefNote,,,,,,,
,,,bf:supplementaryContent,Supplementary content URL,FALSE,TRUE,bnode,,lc:RT:SupplContentNote,,,,,,,
,,,bf:issuance,Mode of issuance,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/issuance,IRIstem,,single unit,http://id.loc.gov/vocabulary/issuance/mono,bf:Issuance,
,,,bf:media,Media type,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/mediaTypes,IRIstem,,unmediated,http://id.loc.gov/vocabulary/mediaTypes/n,,
,,,bf:carrier,Carrier type,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/carriers,IRIstem,,volume,http://id.loc.gov/vocabulary/carriers/nc,bf:Carrier,
,,,bf:extent,Physical description,FALSE,TRUE,bnode,,lc:RT:Extent,,,,,,,
,,,bf:dimensions,Dimensions,FALSE,TRUE,literal,,,,,,,,,
,,,bf:bookFormat,Book format,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/bookformat,IRIstem,,,,bf:BookFormat,
,,,bf:hasItem,Has Item,FALSE,TRUE,bnode,,lc:RT:RareMat:Item,,,,,,,
lc:RT:RareMat:Item,BIBFRAME Item,bf:Item,bf:classification,Classification number,FALSE,TRUE,bnode,,lc:RT:RareMat:ItemLcc,,,,,,,
,,,bf:contribution,Agents/collections associated with Item,FALSE,TRUE,bnode,,lc:RT:Agents:bfContribution,,,,,,bf:Contribution,
,,,bf:custodialHistory,Custodial history/provenance,FALSE,TRUE,literal,,,,,,,,,
,,,bf:immediateAcquisition,Immediate source of acquisition,FALSE,TRUE,bnode,,lc:RT:ImmAcqSource,,,,,,,
,,,bf:note,Notes about the Item,FALSE,TRUE,bnode,,lc:RT:NoteLc,,,,,,,
,,,bf:genreForm,Genre/Form,FALSE,TRUE,bnode,,lc:RT:Form | lc:RT:RareMat:RBMS,,,,,,,
,,,bf:usageAndAccessPolicy,Usage and access policy,FALSE,TRUE,bnode,,lc:RT:Item:Access | lc:RT:Item:Use | lc:RT:Item:Retention,,,,,,,
,,,bf:title,Item title,FALSE,TRUE,bnode,,lc:RT:Title:VarTitle,,,,,,,
lc:RT:RareMat:ItemLcc,Library of Congress classification,bf:ClassificationLcc,bf:classificationPortion,Classification number,FALSE,TRUE,literal,,,,,,,,,
,,,bf:itemPortion,Additional call number information,FALSE,TRUE,literal,,,,,,,,,
,,,bf:note,Copy note,FALSE,TRUE,bnode,,lc:RT:NoteSimple,,,,,,,
lc:RT:RareMat:Note,Note,bf:Note,rdfs:label,Note,FALSE,TRUE,literal,,,,,,,,,
,,,bf:noteType,Note type,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/mnotetype,IRIstem,,,,,
,,,bflc:applicableInstitution,Applicable institution,FALSE,TRUE,,,,,,,United States. Library of Congress,http://id.loc.gov/authorities/names/n78089035,bf:Agent,
lc:RT:RareMat:RBMS,RBMS term,bf:GenreForm,owl:sameAs,Search RBMS,FALSE,TRUE,,,,https://id.loc.gov/vocabulary/rbmscv,IRIstem,,,,,
,,,bf:source,Source,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/genreFormSchemes,IRIstem,,RBMS Controlled Vocabularies,http://id.loc.gov/vocabulary/genreFormSchemes/rbmscv,bf:Source,
lc:RT:RareMat:RefNote,References/Citation note,bf:Note,rdfs:label,Note/name of source,FALSE,FALSE,literal,,,,,,,,,
,,,rdf:type,Note type,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/mnotetype,IRIstem,,reference citation,http://id.loc.gov/vocabulary/mnotetype/refcitation,,
,,,bflc:citation,Location within source,FALSE,TRUE,literal,,,,,,,,,
,,,bf:enumerationAndChronology,Coverage of source (test),FALSE,TRUE,bnode,,lc:RT:RareMat:RefNoteCoverage,,,,,,,
,,,bf:electronicLocator,URL,FALSE,TRUE,bnode,,lc:RT:URL,,,,,,,
,,,bflc:appliesTo,Applies to,FALSE,TRUE,bnode,,lc:RT:AppliesTo,,,,,,,
,,,bflc:applicableInstitution,Applicable institution,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/organizations,IRIstem,,,,,
lc:RT:RareMat:RefNoteCoverage,Coverage of source,bf:EnumerationAndChronology,rdfs:label,Coverage of source,FALSE,TRUE,literal,,,,,,,,,
