shapeID,shapeLabel,resourceURI,propertyID,propertyLabel,mandatory,repeatable,valueNodeType,valueDataType,valueShape,valueConstraint,valueConstraintType,note,lcDefaultLiteral,lcDefaultURI,lcDataTypeURI,lcRemark
,,,bf:acquisitionSource,Acquisitions source,FALSE,TRUE,bnode,,lc:RT:AcqSource,,,,,,,
,,,bf:electronicLocator,URL of Instance,FALSE,TRUE,bnode,,lc:RT:URL,,,,,,,
,,,bf:hasItem,Has Item,FALSE,TRUE,bnode,,lc:RT:Serial:Item,,,,,,,
lc:RT:GPOSerial:Item,BIBFRAME Item,bf:Item,bf:electronicLocator,URL of Item,FALSE,TRUE,bnode,,lc:RT:URL,,,,,,,
,,,bf:contribution,Collection/contribution,FALSE,TRUE,bnode,,lc:RT:Agents:bfContribution,,,,,,bf:Contribution,
,,,bf:note,Notes about the Item,FALSE,TRUE,bnode,,lc:RT:NoteLc,,,,,,,
,,,bf:enumerationAndChronology,Enumeration and chronology,FALSE,TRUE,bnode,,lc:RT:Item:Enumeration | lc:RT:Item:Chronology,,,,,,,
lc:RT:GPOSerial:Work,BIBFRAME Work,bf:Work,bf:contribution,Creator of Work,FALSE,TRUE,bnode,,lc:RT:bflc:Agents:PrimaryContribution,,,,,,bf:PrimaryContribution,
,,,bf:title,Title information,TRUE,TRUE,bnode,,lc:RT:WorkTitle | lc:RT:Title:VarTitle | lc:RT:Title:KeyTitle | lc:RT:Title:AbbrTitle | lc:RT:ParallelTitle,,,,,,,
,,,bf:genreForm,Genre/Form,FALSE,TRUE,bnode,,lc:RT:Form,,,,,,bf:GenreForm,
,,,bflc:serialPubType,Type of continuing resource,FALSE,FALSE,,,,https://id.loc.gov/vocabulary/mserialpubtype,IRIstem,,,,bflc:SerialPubType,
,,,bflc:governmentPubType,Government publication,FALSE,FALSE,,,,http://id.loc.gov/vocabulary/mgovtpubtype,IRIstem,,,,bflc:GovernmentPubType,
,,,bf:originDate,Date of Work,FALSE,TRUE,literal,,,,,,,,,
,,,bf:originPlace,Place of origin of the Work,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/countries,IRIstem,,,,bf:Place,
,,,bf:temporalCoverage,(Time) coverage of the content,FALSE,TRUE,literal,,,,,,,,,
,,,bf:identifiedBy,Identifiers,FALSE,TRUE,bnode,,lc:RT:Identifiers:ISSN | lc:RT:Identifiers:ISSNL,,,,,,,
,,,bf:intendedAudience,Intended audience,FALSE,TRUE,bnode,,lc:RT:Audience,,,,,,,
,,,bf:contribution,Contribution,FALSE,TRUE,bnode,,lc:RT:Agents:Contribution,,,,,,bf:Contribution,
,,,bf:geographicCoverage,Geographic coverage,FALSE,TRUE,bnode,,lc:RT:Form:Geog,,,,,,,
,,,bf:subject,Subjects,FALSE,TRUE,bnode,,lc:RT:Components | lc:RT:Topic:Place:Components | lc:RT:NasaSubj,,,,,,,
,,,bf:classification,Classification numbers,FALSE,TRUE,bnode,,lc:RT:GPOClass | lc:RT:LCC | lc:RT:DDC,,,,,,,
,,,bf:note,Notes about the Work,FALSE,TRUE,bnode,,lc:RT:Note,,,,,,,
,,,bf:tableOfContents,Contents,FALSE,TRUE,bnode,,lc:RT:Contents,,,,,,,
,,,bf:summary,Summary,FALSE,TRUE,bnode,,lc:RT:Summary,,,,,,,
,,,bf:content,Content type,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/contentTypes,IRIstem,,text,http://id.loc.gov/vocabulary/contentTypes/txt,bf:Content,
,,,bf:language,"Language (008 [1st], 041 $a [others])",FALSE,TRUE,,,,http://id.loc.gov/vocabulary/languages,IRIstem,,,,bf:Language,
,,,bf:accompaniedBy,Language resource (041 $bdefgt),FALSE,TRUE,bnode,,lc:RT:LangResource,,,,,,,
,,,bf:note,Language note (041 $hijkmnpqr),FALSE,TRUE,bnode,,lc:RT:LangNote,,,,,,,
,,,bf:notation,Script,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/mscript,IRIstem,,,,bf:Script,
,,,bf:illustrativeContent,Illustrative content,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/millus,IRIstem,,,,bf:Illustration,
,,,bf:colorContent,Color content,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/mcolor,IRIstem,,,,bf:ColorContent,
,,,bf:supplementaryContent,Supplementary content,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/msupplcont,IRIstem,,,,bf:SupplementaryContent,
,,,bf:relation,Search related work/series,FALSE,TRUE,bnode,,lc:RT:RelWorkLookup,,,,,,bf:Relation,
,,,bf:relation,Related works not in database,FALSE,TRUE,bnode,,lc:RT:RelWorkInput,,,,,,,
,,,bf:relation,Input transcribed series,FALSE,TRUE,bnode,,lc:RT:SeriesHub,,,,,,bf:Relation,
,,,bf:electronicLocator,URL of Work,FALSE,TRUE,bnode,,lc:RT:URL,,,,,,,
,,,bf:hasInstance,Add BIBFRAME Instance,FALSE,TRUE,bnode,,lc:RT:GPOSerial:Instance,,,,,,,
lc:RT:GeoNames,GeoNames,bf:GeographicCoverage,owl:sameAs,Search GeoNames,FALSE,TRUE,,,,https://www.geonames.org/search.html?q,IRIstem,,,,,
lc:RT:Gsafd,Input GSAFD,bf:GenreForm,rdfs:label,GSAFD,FALSE,TRUE,literal,,,,,,,,,
,,,bf:source,Thesaurus,FALSE,TRUE,,,,https://id.loc.gov/vocabulary/genreFormSchemes,IRIstem,,gsafd,http://id.loc.gov/vocabulary/genreFormSchemes/gsafd,bf:Source,
lc:RT:Hub:Contribution,Other contributor,bf:Contribution,bf:agent,Contributor,TRUE,FALSE,bnode,,lc:RT:Agent:bfPerson | lc:RT:Agent:bfCorp,,,,,,,
,,,bf:role,Role,TRUE,TRUE,,,,http://id.loc.gov/vocabulary/relators,IRIstem,,,,bf:Role,
lc:RT:Hub:Hub,Hub,bf:Hub,bf:contribution,Primary contributor,FALSE,FALSE,bnode,,lc:RT:Hub:PrimaryContribution,,,,,,bf:PrimaryContribution,
,,,bf:title,Preferred title,FALSE,FALSE,bnode,,lc:RT:InstanceTitle,,,,,,,
,,,bf:title,Variant title,FALSE,TRUE,bnode,,lc:RT:Title:VarTitle,,,,,,,
,,,bf:title,Transliterated title,FALSE,TRUE,bnode,,lc:RT:bflc:TranscribedTitle,,,,,,,
,,,bf:originDate,Date created,FALSE,FALSE,literal,,,,,,,,,
,,,rdf:type,Type,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/resourceTypes | http://id.loc.gov/vocabulary/bflcTypes | http://id.loc.gov/vocabulary/bfTypes,IRIstem,,,,,
,,,bf:language,Language,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/languages,IRIstem,,,,bf:Language,
,,,bf:musicMedium,Music medium,FALSE,TRUE,,,,http://id.loc.gov/authorities/performanceMediums,IRIstem,,,,bf:MusicMedium,
,,,bf:musicSerialNumber,Music serial number,FALSE,FALSE,literal,,,,,,,,,
,,,bf:musicOpusNumber,Music opus number,FALSE,FALSE,literal,,,,,,,,,
,,,bf:musicKey,Key,FALSE,FALSE,literal,,,,,,,,,
,,,bf:musicThematicNumber,Music thematic number,FALSE,TRUE,literal,,,,,,,,,
,,,bf:translationOf,Translation of,FALSE,FALSE,,,,https://id.loc.gov/resources/hubs,IRIstem,,,,bf:Hub,
,,,bf:arrangementOf,Arrangement of,FALSE,FALSE,,,,https://id.loc.gov/resources/hubs,IRIstem,,,,bf:Hub,Only used for music
,,,bf:partOf,Part of,FALSE,TRUE,,,,https://id.loc.gov/resources/hubs,IRIstem,,,,bf:Hub,a.k.a. is Contained In
,,,bf:note,Note,FALSE,TRUE,bnode,,lc:RT:Note,,,,,,,
,,,bf:identifiedBy,Identifiers,FALSE,TRUE,bnode,,lc:RT:Identifiers:LCCN | lc:RT:Identifiers:Oclc,,,,,,,
,,,bflc:marcKey,MARC label,FALSE,TRUE,literal,,,,,,,,,
lc:RT:Hub:PrimaryContribution,Primary contributor,bf:PrimaryContribution,bf:agent,Primary contributor,TRUE,FALSE,bnode,,lc:RT:Agent:bfPerson | lc:RT:Agent:bfCorp | lc:RT:Agent:bfConf,,,,,,,
,,,bf:role,Role,TRUE,FALSE,,,,http://id.loc.gov/vocabulary/relators,IRIstem,,,,bf:Role,
lc:RT:HubBasic:Hub,Hub,bf:Hub,bf:contribution,Primary contributor,FALSE,FALSE,bnode,,lc:RT:bflc:Agents:PrimaryContribution,,,,,,bf:PrimaryContribution,
,,,bf:title,Preferred title,FALSE,FALSE,bnode,,lc:RT:InstanceTitle,,,,,,,
,,,bf:title,Variant title,FALSE,TRUE,bnode,,lc:RT:Title:VarTitle,,,,,,,
,,,bf:originDate,Date work created,FALSE,FALSE,literal,,,,,,,,,
,,,rdf:type,Type,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/resourceTypes | http://id.loc.gov/vocabulary/bflcTypes | http://id.loc.gov/vocabulary/bfTypes,IRIstem,,,,,
,,,bf:language,Language,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/languages,IRIstem,,,,bf:Language,
,,,bf:relation,Search related work,FALSE,TRUE,bnode,,lc:RT:RelWorkLookup,,,,,,,
,,,bf:note,Note,FALSE,TRUE,bnode,,lc:RT:Note,,,,,,,
,,,bf:identifiedBy,Identifiers,FALSE,TRUE,bnode,,lc:RT:Identifiers:Other | lc:RT:Identifiers:LCCN | lc:RT:Identifiers:Oclc | lc:RT:Identifiers:Local,,,,,,,
,,,bflc:marcKey,MARC label,FALSE,TRUE,literal,,,,,,,,,
lc:RT:Ibc:Instance,BIBFRAME Instance,bf:Instance,bf:instanceOf,Instance of,FALSE,FALSE,bnode,,lc:RT:Monograph:Work,,,,,,,
,,,bf:title,Title information,TRUE,TRUE,bnode,,lc:RT:InstanceTitle | lc:RT:Title:VarTitle | lc:RT:ParallelTitle,,,,,,,
,,,bf:responsibilityStatement,Statement of responsibility,FALSE,TRUE,literal,,,,,,,,,
,,,bf:editionStatement,Edition statement,FALSE,TRUE,literal,,,,,,,,,
,,,bf:provisionActivity,Provision activity,FALSE,TRUE,bnode,,lc:RT:PubInfoNew | lc:RT:DistInfoNew | lc:RT:ManuInfoNew | lc:RT:ProdInfoNew,,,,,,,
,,,bf:identifiedBy,Identifiers,FALSE,TRUE,bnode,,lc:RT:Identifiers:LCCN | lc:RT:Identifiers:ISBN | lc:RT:Identifiers:Local,,,,,,,
,,,bf:media,Media type,TRUE,TRUE,,,,http://id.loc.gov/vocabulary/mediaTypes,IRIstem,,unmediated,http://id.loc.gov/vocabulary/mediaTypes/n,bf:Media,
,,,bf:carrier,Carrier type,TRUE,TRUE,,,,http://id.loc.gov/vocabulary/carriers,IRIstem,,volume,http://id.loc.gov/vocabulary/carriers/nc,bf:Carrier,
,,,bf:extent,Physical description,FALSE,TRUE,bnode,,lc:RT:Extent,,,,,,,
,,,bf:dimensions,Dimensions,FALSE,TRUE,literal,,,,,,,,,
,,,bf:note,Note,FALSE,TRUE,bnode,,lc:RT:Note,,,,,,,
,,,bf:adminMetadata,Admin Metadata,FALSE,TRUE,bnode,,lc:RT:AdminMetadata,,,,,,,
,,,bf:hasItem,Has Item,FALSE,TRUE,bnode,,lc:RT:Monograph:Item,,,,,,,
lc:RT:Ibc:Item,BIBFRAME Item,bf:Item,bf:electronicLocator,URL of Item,FALSE,TRUE,bnode,,lc:RT:URL,,,,,,,
,,,bf:contribution,Collection/contribution,FALSE,TRUE,bnode,,lc:RT:Agents:bfContribution,,,,,,bf:Contribution,
,,,bf:note,Notes about the Item,FALSE,TRUE,bnode,,lc:RT:NoteLc,,,,,,,
,,,bf:enumerationAndChronology,Enumeration and chronology of Item,FALSE,TRUE,bnode,,lc:RT:Item:Enumeration | lc:RT:Item:Chronology,,,,,,,
lc:RT:Ibc:Work,BIBFRAME Work,bf:Work,bf:contribution,Creator of Work,FALSE,TRUE,bnode,,lc:RT:bflc:Agents:PrimaryContribution,,,,,,bf:PrimaryContribution,
,,,bf:title,Title information,TRUE,TRUE,bnode,,lc:RT:WorkTitle | lc:RT:Title:VarTitle | lc:RT:ParallelTitle,,,,,,,
,,,bf:content,Content type,TRUE,TRUE,,,,http://id.loc.gov/vocabulary/contentTypes,IRIstem,,text,http://id.loc.gov/vocabulary/contentTypes/txt,bf:Content,
,,,bf:language,"Language (008 [1st], 041 $a [others])",FALSE,TRUE,,,,http://id.loc.gov/vocabulary/languages,IRIstem,,,,bf:Language,
,,,bf:classification,LC call number,FALSE,TRUE,bnode,,lc:RT:LCC,,,,,,,
,,,bf:relation,Input transcribed series,FALSE,TRUE,bnode,,lc:RT:SeriesHub,,,,,,,
,,,bf:hasInstance,Add BIBFRAME Instance,FALSE,TRUE,bnode,,lc:RT:Monograph:Instance,,,,,,,
lc:RT:Identifiers:Agent,Assigner,bf:Organization,rdfs:label,Assigner,FALSE,TRUE,literal,,,,,,,,,
lc:RT:Identifiers:Agent2,ISSN agency,bf:Agent,bf:code,ISSN centre,FALSE,TRUE,literal,,,,,,,,,
lc:RT:Identifiers:AudioIssue,Audio issue number,bf:AudioIssueNumber,rdf:value,Audio issue number,FALSE,TRUE,literal,,,,,,,,,
,,,bf:assigner,Source of number,FALSE,TRUE,bnode,,lc:RT:Identifiers:Agent,,,,,,,
,,,bf:qualifier,Qualifier,FALSE,TRUE,literal,,,,,,,,,
lc:RT:Identifiers:Barcode,Barcode,bf:Barcode,rdf:value,Barcode,FALSE,FALSE,literal,,,,,,,,,
lc:RT:Identifiers:Coden,CODEN,bf:Coden,rdf:value,CODEN,FALSE,TRUE,literal,,,,,,,,,
,,,bf:status,Invalid/canceled?,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/mstatus,IRIstem,,,,bf:Status,
lc:RT:Identifiers:Copyright,Copyright registration number,bf:CopyrightNumber,rdf:value,Copyright registration number,FALSE,FALSE,literal,,,,,,,,,
,,,bf:assigner,Assigning agency,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/organizations,IRIstem,,U.S. Copyright Office,http://id.loc.gov/vocabulary/organizations/dlcco,bf:Organization,
,,,bf:date,Date,FALSE,TRUE,literal,,,,,,,,,
lc:RT:Identifiers:DDC,DDC shelfmark,bf:ShelfMarkDcc,rdfs:label,Dewey call number,FALSE,TRUE,literal,,,,,,,,,
lc:RT:Identifiers:Distributor,Music distributor number,bf:MusicDistributorNumber,rdf:value,Music distributor number,FALSE,FALSE,literal,,,,,,,,,
,,,bf:assigner,Source of number,FALSE,TRUE,bnode,,lc:RT:Identifiers:Agent,,,,,,,
,,,bf:qualifier,Qualifier,FALSE,TRUE,literal,,,,,,,,,
lc:RT:Identifiers:EAN,EAN,bf:Ean,rdf:value,EAN,FALSE,FALSE,literal,,,,,,,,,
,,,bf:qualifier,Qualifier,FALSE,TRUE,literal,,,,,,,,,
lc:RT:Identifiers:Eidr,EIDR,bf:Eidr,rdf:value,EIDR,FALSE,FALSE,literal,,,,,,,,,
lc:RT:Identifiers:GPONumber,GPO Item Number,bf:Identifier,rdf:value,GPO Item Number,FALSE,TRUE,literal,,,,,,,,,
,,,bf:assigner,Assigning agency,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/organizations,IRIstem,,United States Government Publishing Office,http://id.loc.gov/vocabulary/organizations/dgpo,bf:Agent,
,,,bf:status,Canceled/invalid ?,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/mstatus,IRIstem,,,,bf:Status,
lc:RT:Identifiers:Gtin14,GTIN-14,bf:Gtin14Number,rdf:value,GTIN-14 number,FALSE,TRUE,literal,,,,,,,,,
lc:RT:Identifiers:ISBN,ISBN,bf:Isbn,rdf:value,ISBN,FALSE,FALSE,literal,,,,,,,,,
,,,bf:qualifier,Qualifier,FALSE,TRUE,literal,,,,,,,,,
,,,bf:status,Invalid/canceled?,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/mstatus,IRIstem,,,,bf:Status,
lc:RT:Identifiers:ISMN,ISMN,bf:Ismn,rdf:value,ISMN,FALSE,FALSE,literal,,,,,,,,,
,,,bf:qualifier,Qualifier,FALSE,TRUE,literal,,,,,,,,,
lc:RT:Identifiers:ISRC,ISRC,bf:Isrc,rdf:value,ISRC,FALSE,FALSE,literal,,,,,,,,,
,,,bf:qualifier,Qualifier,FALSE,TRUE,literal,,,,,,,,,
lc:RT:Identifiers:ISSN,ISSN,bf:Issn,rdf:value,ISSN,FALSE,FALSE,literal,,,,,,,,,
,,,bf:assigner,Assigning agency,FALSE,TRUE,bnode,,lc:RT:Identifiers:Agent2,,,,,,,
,,,bf:status,Incorrect/canceled?,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/mstatus,IRIstem,,,,bf:Status,
lc:RT:Identifiers:ISSNL,ISSN-L,bf:IssnL,rdf:value,ISSN-L,FALSE,FALSE,literal,,,,,,,,,
,,,bf:assigner,Assigning agency,FALSE,TRUE,bnode,,lc:RT:Identifiers:Agent2,,,,,,,
,,,bf:status,Incorrect/canceled?,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/mstatus,IRIstem,,,,bf:Status,
lc:RT:Identifiers:LC,LC item call number,bf:ShelfMarkLcc,rdfs:label,Item call number,FALSE,TRUE,literal,,,,,,,,,
lc:RT:Identifiers:LCCN,LCCN,bf:Lccn,rdf:value,LCCN,FALSE,FALSE,literal,,,,,,,,,
,,,bf:status,Invalid/canceled?,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/mstatus,IRIstem,,,,bf:Status,
lc:RT:Identifiers:Local,Local system number,bf:Local,rdf:value,Local system number,FALSE,FALSE,literal,,,,,,,,,
,,,bf:assigner,Source of number,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/organizations,IRIstem,,,,bf:Agent,
,,,bf:status,Invalid/canceled?,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/mstatus,IRIstem,,,,bf:Status,
lc:RT:Identifiers:Matrix,Matrix number,bf:MatrixNumber,rdf:value,Matrix number,FALSE,FALSE,literal,,,,,,,,,
,,,bf:assigner,Source of number,FALSE,TRUE,bnode,,lc:RT:Identifiers:Agent,,,,,,,
,,,bf:qualifier,Qualifier,FALSE,TRUE,literal,,,,,,,,,
lc:RT:Identifiers:MusicPlate,Music plate number,bf:MusicPlate,rdf:value,Music plate number,FALSE,FALSE,literal,,,,,,,,,
,,,bf:assigner,Publisher name,FALSE,TRUE,bnode,,lc:RT:Identifiers:Agent,,,,,,,
,,,bf:qualifier,Qualifier,FALSE,TRUE,literal,,,,,,,,,
lc:RT:Identifiers:MusicPub,Music publisher number,bf:MusicPublisherNumber,rdf:value,Music publisher number,FALSE,FALSE,literal,,,,,,,,,
,,,bf:assigner,Label name,FALSE,TRUE,bnode,,lc:RT:Identifiers:Agent,,,,,,,
,,,bf:qualifier,Qualifier,FALSE,TRUE,literal,,,,,,,,,
lc:RT:Identifiers:Nbn,National bibliographic number,bf:Nbn,rdf:value,National bibliographic number,FALSE,TRUE,literal,,,,,,,,,
,,,bf:qualifier,Qualifier,FALSE,TRUE,literal,,,,,,,,,
,,,bf:status,Invalid/canceled?,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/mstatus,IRIstem,,,,bf:Status,
,,,bf:source,Source,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/nationalbibschemes,IRIstem,,,,bf:Source,
lc:RT:Identifiers:Oclc,OCLC number,bf:OclcNumber,rdf:value,OCLC number,FALSE,TRUE,literal,,,,,,,,,
,,,bf:status,Invalid/canceled?,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/mstatus,IRIstem,,,,bf:Status,
lc:RT:Identifiers:OpusNumber,Opus number,bf:OpusNumber,rdf:value,Opus number,FALSE,TRUE,literal,,,,,,,,,
,,,bf:source,Source,FALSE,TRUE,bnode,,lc:RT:Identifiers:Source,,,,,,,
,,,bflc:appliesTo,Applies to,FALSE,TRUE,bnode,,lc:RT:AppliesTo,,,,,,,
lc:RT:Identifiers:Other,Other identifier,bf:Identifier,rdf:value,Other identifier,FALSE,FALSE,literal,,,,,,,,,
,,,bf:qualifier,Qualifier,FALSE,TRUE,literal,,,,,,,,,
,,,bf:source,Source,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/identifiers,IRIstem,,,,bf:Source,
lc:RT:Identifiers:PostalReg,Postal registration number,bf:PostalRegistration,rdf:value,Postal registration number,FALSE,TRUE,literal,,,,,,,,,
,,,bf:assigner,Assigning agency,FALSE,TRUE,,,,https://id.loc.gov/vocabulary/organizations,IRIstem,,"United States, Postal Service",http://id.loc.gov/vocabulary/organizations/dpo,bf:Organization,
lc:RT:Identifiers:PubNumber,Publisher number,bf:PublisherNumber,rdf:value,Publisher number,FALSE,FALSE,literal,,,,,,,,,
,,,bf:assigner,Label name,FALSE,TRUE,bnode,,lc:RT:Identifiers:Agent,,,,,,,
,,,bf:qualifier,Qualifier,FALSE,TRUE,literal,,,,,,,,,
lc:RT:Identifiers:ReportNum,Report number,bf:ReportNumber,rdf:value,Report number,FALSE,TRUE,literal,,,,,,,,,
,,,bf:status,Status,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/mstatus,IRIstem,,,,bf:Status,
lc:RT:Identifiers:STRN,Standard technical report number,bf:Strn,rdf:value,Standard technical report number,FALSE,FALSE,literal,,,,,,,,,
,,,bf:qualifier,Qualifier,FALSE,TRUE,literal,,,,,,,,,
lc:RT:Identifiers:SerialNumber,Serial number,bf:SerialNumber,rdf:value,Serial number,FALSE,TRUE,literal,,,,,,,,,
,,,bflc:appliesTo,Applies to,FALSE,TRUE,bnode,,lc:RT:AppliesTo,,,,,,,
lc:RT:Identifiers:Shelfmark,Accession or copy number,bf:ShelfMark,rdfs:label,Accession or copy number,FALSE,TRUE,literal,,,,,,,,,
lc:RT:Identifiers:Source,Source,bf:Source,rdfs:label,Source,FALSE,TRUE,literal,,,,,,,,,
lc:RT:Identifiers:StockNumber,Stock number,bf:StockNumber,rdf:value,Stock number,FALSE,TRUE,literal,,,,,,,,,
lc:RT:Identifiers:ThematicCatalog,Thematic catalog number,bf:ThematicCatalogNumber,rdf:value,Thematic catalog number,FALSE,TRUE,literal,,,,,,,,,
,,,bf:source,Source,FALSE,TRUE,bnode,,lc:RT:Identifiers:Source,,,,,,,
,,,bflc:appliesTo,Applies to,FALSE,TRUE,bnode,,lc:RT:AppliesTo,,,,,,,
lc:RT:Identifiers:UPC,Universal Product Code (UPC),bf:Upc,rdf:value,Universal Product Code (UPC),FALSE,FALSE,literal,,,,,,,,,
,,,bf:qualifier,Qualifier,FALSE,TRUE,literal,,,,,,,,,
lc:RT:Identifiers:VidRecNumber,Video recording number,bf:VideoRecordingNumber,rdf:value,Video recording number,FALSE,TRUE,literal,,,,,,,,,
,,,bf:assigner,Label name,FALSE,TRUE,bnode,,lc:RT:Identifiers:Agent,,,,,,,
,,,bf:qualifier,Qualifier,FALSE,TRUE,literal,,,,,,,,,
lc:RT:ImmAcqSource,Immediate source of acquisition,bf:ImmediateAcquisition,rdfs:label,Immediate source of acquisition,FALSE,TRUE,literal,,,,,,,,,
,,,bflc:applicableInstitution,Applicable institution,FALSE,TRUE,,,,https://id.loc.gov/vocabulary/organizations,IRIstem,,United States Library of Congress,http://id.loc.gov/vocabulary/organizations/dlc,bf:Organization,
lc:RT:InstanceTitle,Instance title,bf:Title,bflc:nonSortNum,Non-sort character count,FALSE,TRUE,literal,,,,,,,,,
,,,bf:mainTitle,Title,FALSE,FALSE,literal,,,,,,,,,https://bibframe.org/docs/view/documentation-marva-manual/instance-description/title-information.md
,,,bf:partNumber,Part number,FALSE,TRUE,literal,,,,,,,,,
,,,bf:partName,Part name,FALSE,TRUE,literal,,,,,,,,,
,,,bf:subtitle,Other title information,FALSE,FALSE,literal,,,,,,,,,
lc:RT:Item:Access,Access policy,bf:AccessPolicy,rdfs:label,Access policy,FALSE,TRUE,literal,,,,,,,,,
,,,bf:qualifier,Qualifier,FALSE,TRUE,literal,,,,,,,,,
lc:RT:Item:Chronology,Chronology,bf:Chronology,rdfs:label,Chronology,FALSE,TRUE,literal,,,,,,,,,
lc:RT:Item:Description,Item-specific information,bf:Item,bf:contribution,Agents/Collections associated with Item,FALSE,TRUE,bnode,,lc:RT:Agents:Contribution,,,,,,bf:Contribution,
,,,bf:genreForm,Genre/Form,FALSE,TRUE,bnode,,lc:RT:Form | lc:RT:RareMat:RBMS,,,,,,,
,,,bf:note,Notes about the Item,FALSE,TRUE,bnode,,lc:RT:Note,,,,,,bf:Note,
,,,bf:custodialHistory,Custodial history/provenance,FALSE,TRUE,literal,,,,,,,,,
lc:RT:Item:Digital,Digital item,bf:Item,bf:heldBy,Held by,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/organizations,IRIstem,,United States. Library of Congress,http://id.loc.gov/vocabulary/organizations/dlc,bf:Agent,
,,,bf:electronicLocator,URL,FALSE,TRUE,,,,,,,,,bf:Item,
,,,bf:note,Note,FALSE,TRUE,bnode,,lc:RT:Note,,,,,,,
lc:RT:Item:Enumeration,Enumeration,bf:Enumeration,rdfs:label,Enumeration,FALSE,TRUE,literal,,,,,,,,,
lc:RT:Item:LCC,Additional call numbers,bf:ClassificationLcc,bf:classificationPortion,Classification number,FALSE,TRUE,literal,,,,,,,,,
,,,bf:itemPortion,Additional class number information,FALSE,TRUE,literal,,,,,,,,,
,,,bf:note,Note,FALSE,TRUE,bnode,,lc:RT:NoteSimple,,,,,,,
lc:RT:Item:Location,Location,bf:Sublocation,rdfs:label,Location,FALSE,TRUE,literal,,,,,,,,,
lc:RT:Item:Retention,Retention policy,bf:RetentionPolicy,rdfs:label,Retention policy,FALSE,TRUE,literal,,,,,,,,,
lc:RT:Item:Retention2,Retention policy (test),bf:RetentionPolicy,rdfs:label,Retention policy,FALSE,TRUE,literal,,,,,,,,,
,,,bf:originDate,Action date,FALSE,TRUE,literal,,,,,,,,,
,,,bf:date,Expiration date,FALSE,TRUE,literal,,,,,,,,,
,,,bflc:appliesTo,Applies to,FALSE,TRUE,bnode,,lc:RT:AppliesTo,,,,,,,
lc:RT:Item:Use,Use or reproduction policy,bf:UsePolicy,rdfs:label,Use or reproduction policy,FALSE,TRUE,literal,,,,,,,,,
lc:RT:KeyMode,Music key and mode,bf:KeyMode,rdfs:label,Music key and mode,FALSE,TRUE,literal,,,,,,,,,
,,,bflc:appliesTo,Applies to,FALSE,TRUE,bnode,,lc:RT:AppliesTo,,,,,,,
lc:RT:KeyModeTest,Music key and mode,bf:KeyMode,rdfs:label,Music key and mode,,,literal,,,,,,,,,
lc:RT:LCC,Library of Congress classification,bf:ClassificationLcc,bf:classificationPortion,Classification number,FALSE,TRUE,literal,,,,,,,,,
,,,bf:itemPortion,Additional call number information,FALSE,TRUE,literal,,,,,,,,,
,,,bf:assigner,Assigning agency,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/organizations,IRIstem,,United States Library of Congress,http://id.loc.gov/vocabulary/organizations/dlc,bf:Agent,
,,,bf:status,Used by assigning agency?,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/mstatus,IRIstem,,used by assigner,http://id.loc.gov/vocabulary/mstatus/uba,bf:Status,
lc:RT:LangNote,Language note,bf:Note,rdf:type,Type of resource,FALSE,TRUE,,,,https://id.loc.gov/vocabulary/resourceComponents/suggest2?q=*&memberOf=http://id.loc.gov/vocabulary/resourceComponents/collection_LanguageNote,IRIstem,,,http://id.loc.gov/vocabulary/mnotetype/lang,,
,,,bf:language,Language code,FALSE,TRUE,,,,http://id.loc.gov/vocabulary/languages | https://id.loc.gov/vocabulary/iso639-3,IRIstem,,,,bf:Language,
lc:RT:LangResource,Language resource,bf:Work,rdf:type,Type of resource,FALSE,TRUE,,,,https://id.loc.gov/vocabulary/resourceComponents/suggest2?q=*&memberOf=http://id.loc.gov/vocabulary/resourceComponents/collection_LanguageResource,IRIstem,,,,,
